"","Index","identity","emotion_idx","emotion_cat","type"
"1377",1377,390,"12","Appalled","compound"
"1378",1378,109,"13","Hatred","compound"
"1379",1379,114,"13","Hatred","compound"
"1380",1380,123,"13","Hatred","compound"
"1381",1381,124,"13","Hatred","compound"
"1382",1382,127,"13","Hatred","compound"
"1383",1383,129,"13","Hatred","compound"
"1384",1384,130,"13","Hatred","compound"
"1385",1385,131,"13","Hatred","compound"
"1386",1386,132,"13","Hatred","compound"
"1387",1387,140,"13","Hatred","compound"
"1388",1388,141,"13","Hatred","compound"
"1389",1389,172,"13","Hatred","compound"
"1390",1390,173,"13","Hatred","compound"
"1391",1391,176,"13","Hatred","compound"
"1392",1392,177,"13","Hatred","compound"
"1393",1393,179,"13","Hatred","compound"
"1394",1394,180,"13","Hatred","compound"
"1395",1395,182,"13","Hatred","compound"
"1396",1396,184,"13","Hatred","compound"
"1397",1397,188,"13","Hatred","compound"
"1398",1398,189,"13","Hatred","compound"
"1399",1399,191,"13","Hatred","compound"
"1400",1400,194,"13","Hatred","compound"
"1401",1401,196,"13","Hatred","compound"
"1402",1402,197,"13","Hatred","compound"
"1403",1403,198,"13","Hatred","compound"
"1404",1404,203,"13","Hatred","compound"
"1405",1405,208,"13","Hatred","compound"
"1406",1406,212,"13","Hatred","compound"
"1407",1407,213,"13","Hatred","compound"
"1408",1408,215,"13","Hatred","compound"
"1409",1409,219,"13","Hatred","compound"
"1410",1410,220,"13","Hatred","compound"
"1411",1411,221,"13","Hatred","compound"
"1412",1412,223,"13","Hatred","compound"
"1413",1413,225,"13","Hatred","compound"
"1414",1414,228,"13","Hatred","compound"
"1415",1415,232,"13","Hatred","compound"
"1416",1416,237,"13","Hatred","compound"
"1417",1417,238,"13","Hatred","compound"
"1418",1418,239,"13","Hatred","compound"
"1419",1419,243,"13","Hatred","compound"
"1420",1420,250,"13","Hatred","compound"
"1421",1421,251,"13","Hatred","compound"
"1422",1422,256,"13","Hatred","compound"
"1423",1423,260,"13","Hatred","compound"
"1424",1424,261,"13","Hatred","compound"
"1425",1425,262,"13","Hatred","compound"
"1426",1426,266,"13","Hatred","compound"
"1427",1427,267,"13","Hatred","compound"
"1428",1428,269,"13","Hatred","compound"
"1429",1429,270,"13","Hatred","compound"
"1430",1430,271,"13","Hatred","compound"
"1431",1431,272,"13","Hatred","compound"
"1432",1432,274,"13","Hatred","compound"
"1433",1433,280,"13","Hatred","compound"
"1434",1434,281,"13","Hatred","compound"
"1435",1435,283,"13","Hatred","compound"
"1436",1436,284,"13","Hatred","compound"
"1437",1437,285,"13","Hatred","compound"
"1438",1438,286,"13","Hatred","compound"
"1439",1439,288,"13","Hatred","compound"
"1440",1440,289,"13","Hatred","compound"
"1441",1441,290,"13","Hatred","compound"
"1442",1442,292,"13","Hatred","compound"
"1443",1443,293,"13","Hatred","compound"
"1444",1444,294,"13","Hatred","compound"
"1445",1445,296,"13","Hatred","compound"
"1446",1446,301,"13","Hatred","compound"
"1447",1447,302,"13","Hatred","compound"
"1448",1448,304,"13","Hatred","compound"
"1449",1449,307,"13","Hatred","compound"
"1450",1450,314,"13","Hatred","compound"
"1451",1451,316,"13","Hatred","compound"
"1452",1452,318,"13","Hatred","compound"
"1453",1453,319,"13","Hatred","compound"
"1454",1454,331,"13","Hatred","compound"
"1455",1455,333,"13","Hatred","compound"
"1456",1456,335,"13","Hatred","compound"
"1457",1457,341,"13","Hatred","compound"
"1458",1458,343,"13","Hatred","compound"
"1459",1459,344,"13","Hatred","compound"
"1460",1460,346,"13","Hatred","compound"
"1461",1461,348,"13","Hatred","compound"
"1462",1462,349,"13","Hatred","compound"
"1463",1463,350,"13","Hatred","compound"
"1464",1464,352,"13","Hatred","compound"
"1465",1465,355,"13","Hatred","compound"
"1466",1466,356,"13","Hatred","compound"
"1467",1467,360,"13","Hatred","compound"
"1468",1468,362,"13","Hatred","compound"
"1469",1469,363,"13","Hatred","compound"
"1470",1470,364,"13","Hatred","compound"
"1471",1471,365,"13","Hatred","compound"
"1472",1472,373,"13","Hatred","compound"
"1473",1473,374,"13","Hatred","compound"
"1474",1474,377,"13","Hatred","compound"
"1475",1475,378,"13","Hatred","compound"
"1476",1476,380,"13","Hatred","compound"
"1477",1477,381,"13","Hatred","compound"
"1478",1478,382,"13","Hatred","compound"
"1479",1479,383,"13","Hatred","compound"
"1480",1480,384,"13","Hatred","compound"
"1481",1481,386,"13","Hatred","compound"
"1482",1482,387,"13","Hatred","compound"
"1483",1483,389,"13","Hatred","compound"
"1484",1484,391,"13","Hatred","compound"
"1485",1485,109,"14","Angrily surprised","compound"
"1486",1486,110,"14","Angrily surprised","compound"
"1487",1487,111,"14","Angrily surprised","compound"
"1488",1488,116,"14","Angrily surprised","compound"
"1489",1489,118,"14","Angrily surprised","compound"
"1490",1490,119,"14","Angrily surprised","compound"
"1491",1491,121,"14","Angrily surprised","compound"
"1492",1492,122,"14","Angrily surprised","compound"
"1493",1493,128,"14","Angrily surprised","compound"
"1494",1494,130,"14","Angrily surprised","compound"
"1495",1495,131,"14","Angrily surprised","compound"
"1496",1496,134,"14","Angrily surprised","compound"
"1497",1497,140,"14","Angrily surprised","compound"
"1498",1498,141,"14","Angrily surprised","compound"
"1499",1499,142,"14","Angrily surprised","compound"
"1500",1500,144,"14","Angrily surprised","compound"
"1501",1501,148,"14","Angrily surprised","compound"
"1502",1502,175,"14","Angrily surprised","compound"
"1503",1503,176,"14","Angrily surprised","compound"
"1504",1504,178,"14","Angrily surprised","compound"
"1505",1505,179,"14","Angrily surprised","compound"
"1506",1506,180,"14","Angrily surprised","compound"
"1507",1507,182,"14","Angrily surprised","compound"
"1508",1508,183,"14","Angrily surprised","compound"
"1509",1509,184,"14","Angrily surprised","compound"
"1510",1510,187,"14","Angrily surprised","compound"
"1511",1511,189,"14","Angrily surprised","compound"
"1512",1512,190,"14","Angrily surprised","compound"
"1513",1513,191,"14","Angrily surprised","compound"
"1514",1514,194,"14","Angrily surprised","compound"
"1515",1515,196,"14","Angrily surprised","compound"
"1516",1516,197,"14","Angrily surprised","compound"
"1517",1517,198,"14","Angrily surprised","compound"
"1518",1518,201,"14","Angrily surprised","compound"
"1519",1519,203,"14","Angrily surprised","compound"
"1520",1520,204,"14","Angrily surprised","compound"
"1521",1521,206,"14","Angrily surprised","compound"
"1522",1522,207,"14","Angrily surprised","compound"
"1523",1523,208,"14","Angrily surprised","compound"
"1524",1524,210,"14","Angrily surprised","compound"
"1525",1525,211,"14","Angrily surprised","compound"
"1526",1526,214,"14","Angrily surprised","compound"
"1527",1527,215,"14","Angrily surprised","compound"
"1528",1528,218,"14","Angrily surprised","compound"
"1529",1529,219,"14","Angrily surprised","compound"
"1530",1530,220,"14","Angrily surprised","compound"
"1531",1531,225,"14","Angrily surprised","compound"
"1532",1532,227,"14","Angrily surprised","compound"
"1533",1533,228,"14","Angrily surprised","compound"
"1534",1534,229,"14","Angrily surprised","compound"
"1535",1535,231,"14","Angrily surprised","compound"
"1536",1536,233,"14","Angrily surprised","compound"
"1537",1537,234,"14","Angrily surprised","compound"
"1538",1538,236,"14","Angrily surprised","compound"
"1539",1539,238,"14","Angrily surprised","compound"
"1540",1540,240,"14","Angrily surprised","compound"
"1541",1541,242,"14","Angrily surprised","compound"
"1542",1542,253,"14","Angrily surprised","compound"
"1543",1543,254,"14","Angrily surprised","compound"
"1544",1544,256,"14","Angrily surprised","compound"
"1545",1545,260,"14","Angrily surprised","compound"
"1546",1546,263,"14","Angrily surprised","compound"
"1547",1547,264,"14","Angrily surprised","compound"
"1548",1548,266,"14","Angrily surprised","compound"
"1549",1549,267,"14","Angrily surprised","compound"
"1550",1550,269,"14","Angrily surprised","compound"
"1551",1551,273,"14","Angrily surprised","compound"
"1552",1552,277,"14","Angrily surprised","compound"
"1553",1553,279,"14","Angrily surprised","compound"
"1554",1554,281,"14","Angrily surprised","compound"
"1555",1555,282,"14","Angrily surprised","compound"
"1556",1556,283,"14","Angrily surprised","compound"
"1557",1557,284,"14","Angrily surprised","compound"
"1558",1558,285,"14","Angrily surprised","compound"
"1559",1559,287,"14","Angrily surprised","compound"
"1560",1560,290,"14","Angrily surprised","compound"
"1561",1561,292,"14","Angrily surprised","compound"
"1562",1562,295,"14","Angrily surprised","compound"
"1563",1563,296,"14","Angrily surprised","compound"
"1564",1564,299,"14","Angrily surprised","compound"
"1565",1565,301,"14","Angrily surprised","compound"
"1566",1566,303,"14","Angrily surprised","compound"
"1567",1567,305,"14","Angrily surprised","compound"
"1568",1568,306,"14","Angrily surprised","compound"
"1569",1569,309,"14","Angrily surprised","compound"
"1570",1570,310,"14","Angrily surprised","compound"
"1571",1571,313,"14","Angrily surprised","compound"
"1572",1572,314,"14","Angrily surprised","compound"
"1573",1573,315,"14","Angrily surprised","compound"
"1574",1574,316,"14","Angrily surprised","compound"
"1575",1575,320,"14","Angrily surprised","compound"
"1576",1576,323,"14","Angrily surprised","compound"
"1577",1577,326,"14","Angrily surprised","compound"
"1578",1578,327,"14","Angrily surprised","compound"
"1579",1579,332,"14","Angrily surprised","compound"
"1580",1580,333,"14","Angrily surprised","compound"
"1581",1581,334,"14","Angrily surprised","compound"
"1582",1582,335,"14","Angrily surprised","compound"
"1583",1583,336,"14","Angrily surprised","compound"
"1584",1584,341,"14","Angrily surprised","compound"
"1585",1585,343,"14","Angrily surprised","compound"
"1586",1586,344,"14","Angrily surprised","compound"
"1587",1587,346,"14","Angrily surprised","compound"
"1588",1588,348,"14","Angrily surprised","compound"
"1589",1589,349,"14","Angrily surprised","compound"
"1590",1590,350,"14","Angrily surprised","compound"
"1591",1591,352,"14","Angrily surprised","compound"
"1592",1592,353,"14","Angrily surprised","compound"
"1593",1593,355,"14","Angrily surprised","compound"
"1594",1594,359,"14","Angrily surprised","compound"
"1595",1595,365,"14","Angrily surprised","compound"
"1596",1596,366,"14","Angrily surprised","compound"
"1597",1597,367,"14","Angrily surprised","compound"
"1598",1598,369,"14","Angrily surprised","compound"
"1599",1599,375,"14","Angrily surprised","compound"
"1600",1600,376,"14","Angrily surprised","compound"
"1601",1601,381,"14","Angrily surprised","compound"
"1602",1602,383,"14","Angrily surprised","compound"
"1603",1603,386,"14","Angrily surprised","compound"
"1604",1604,388,"14","Angrily surprised","compound"
"1605",1605,390,"14","Angrily surprised","compound"
"1606",1606,393,"14","Angrily surprised","compound"
"1607",1607,111,"15","Sadly surprised","compound"
"1608",1608,121,"15","Sadly surprised","compound"
"1609",1609,122,"15","Sadly surprised","compound"
"1610",1610,123,"15","Sadly surprised","compound"
"1611",1611,124,"15","Sadly surprised","compound"
"1612",1612,126,"15","Sadly surprised","compound"
"1613",1613,127,"15","Sadly surprised","compound"
"1614",1614,130,"15","Sadly surprised","compound"
"1615",1615,134,"15","Sadly surprised","compound"
"1616",1616,135,"15","Sadly surprised","compound"
"1617",1617,141,"15","Sadly surprised","compound"
"1618",1618,142,"15","Sadly surprised","compound"
"1619",1619,144,"15","Sadly surprised","compound"
"1620",1620,175,"15","Sadly surprised","compound"
"1621",1621,182,"15","Sadly surprised","compound"
"1622",1622,183,"15","Sadly surprised","compound"
"1623",1623,187,"15","Sadly surprised","compound"
"1624",1624,188,"15","Sadly surprised","compound"
"1625",1625,189,"15","Sadly surprised","compound"
"1626",1626,191,"15","Sadly surprised","compound"
"1627",1627,192,"15","Sadly surprised","compound"
"1628",1628,193,"15","Sadly surprised","compound"
"1629",1629,194,"15","Sadly surprised","compound"
"1630",1630,195,"15","Sadly surprised","compound"
"1631",1631,196,"15","Sadly surprised","compound"
"1632",1632,197,"15","Sadly surprised","compound"
"1633",1633,198,"15","Sadly surprised","compound"
"1634",1634,200,"15","Sadly surprised","compound"
"1635",1635,203,"15","Sadly surprised","compound"
"1636",1636,207,"15","Sadly surprised","compound"
"1637",1637,208,"15","Sadly surprised","compound"
"1638",1638,209,"15","Sadly surprised","compound"
"1639",1639,217,"15","Sadly surprised","compound"
"1640",1640,219,"15","Sadly surprised","compound"
"1641",1641,222,"15","Sadly surprised","compound"
"1642",1642,224,"15","Sadly surprised","compound"
"1643",1643,226,"15","Sadly surprised","compound"
"1644",1644,228,"15","Sadly surprised","compound"
"1645",1645,231,"15","Sadly surprised","compound"
"1646",1646,235,"15","Sadly surprised","compound"
"1647",1647,250,"15","Sadly surprised","compound"
"1648",1648,251,"15","Sadly surprised","compound"
"1649",1649,252,"15","Sadly surprised","compound"
"1650",1650,253,"15","Sadly surprised","compound"
"1651",1651,254,"15","Sadly surprised","compound"
"1652",1652,265,"15","Sadly surprised","compound"
"1653",1653,266,"15","Sadly surprised","compound"
"1654",1654,268,"15","Sadly surprised","compound"
"1655",1655,269,"15","Sadly surprised","compound"
"1656",1656,274,"15","Sadly surprised","compound"
"1657",1657,277,"15","Sadly surprised","compound"
"1658",1658,278,"15","Sadly surprised","compound"
"1659",1659,284,"15","Sadly surprised","compound"
"1660",1660,285,"15","Sadly surprised","compound"
"1661",1661,286,"15","Sadly surprised","compound"
"1662",1662,293,"15","Sadly surprised","compound"
"1663",1663,295,"15","Sadly surprised","compound"
"1664",1664,296,"15","Sadly surprised","compound"
"1665",1665,298,"15","Sadly surprised","compound"
"1666",1666,299,"15","Sadly surprised","compound"
"1667",1667,304,"15","Sadly surprised","compound"
"1668",1668,312,"15","Sadly surprised","compound"
"1669",1669,313,"15","Sadly surprised","compound"
"1670",1670,314,"15","Sadly surprised","compound"
"1671",1671,315,"15","Sadly surprised","compound"
"1672",1672,320,"15","Sadly surprised","compound"
"1673",1673,322,"15","Sadly surprised","compound"
"1674",1674,333,"15","Sadly surprised","compound"
"1675",1675,335,"15","Sadly surprised","compound"
"1676",1676,337,"15","Sadly surprised","compound"
"1677",1677,340,"15","Sadly surprised","compound"
"1678",1678,341,"15","Sadly surprised","compound"
"1679",1679,343,"15","Sadly surprised","compound"
"1680",1680,344,"15","Sadly surprised","compound"
"1681",1681,346,"15","Sadly surprised","compound"
"1682",1682,349,"15","Sadly surprised","compound"
"1683",1683,350,"15","Sadly surprised","compound"
"1684",1684,351,"15","Sadly surprised","compound"
"1685",1685,352,"15","Sadly surprised","compound"
"1686",1686,353,"15","Sadly surprised","compound"
"1687",1687,355,"15","Sadly surprised","compound"
"1688",1688,356,"15","Sadly surprised","compound"
"1689",1689,359,"15","Sadly surprised","compound"
"1690",1690,360,"15","Sadly surprised","compound"
"1691",1691,361,"15","Sadly surprised","compound"
"1692",1692,363,"15","Sadly surprised","compound"
"1693",1693,369,"15","Sadly surprised","compound"
"1694",1694,375,"15","Sadly surprised","compound"
"1695",1695,377,"15","Sadly surprised","compound"
"1696",1696,381,"15","Sadly surprised","compound"
"1697",1697,382,"15","Sadly surprised","compound"
"1698",1698,384,"15","Sadly surprised","compound"
"1699",1699,386,"15","Sadly surprised","compound"
"1700",1700,388,"15","Sadly surprised","compound"
"1701",1701,391,"15","Sadly surprised","compound"
"1702",1702,110,"16","Disgustedly surprised","compound"
"1703",1703,116,"16","Disgustedly surprised","compound"
"1704",1704,117,"16","Disgustedly surprised","compound"
"1705",1705,119,"16","Disgustedly surprised","compound"
"1706",1706,123,"16","Disgustedly surprised","compound"
"1707",1707,124,"16","Disgustedly surprised","compound"
"1708",1708,125,"16","Disgustedly surprised","compound"
"1709",1709,126,"16","Disgustedly surprised","compound"
"1710",1710,128,"16","Disgustedly surprised","compound"
"1711",1711,129,"16","Disgustedly surprised","compound"
"1712",1712,130,"16","Disgustedly surprised","compound"
"1713",1713,132,"16","Disgustedly surprised","compound"
"1714",1714,133,"16","Disgustedly surprised","compound"
"1715",1715,134,"16","Disgustedly surprised","compound"
"1716",1716,140,"16","Disgustedly surprised","compound"
"1717",1717,142,"16","Disgustedly surprised","compound"
"1718",1718,144,"16","Disgustedly surprised","compound"
"1719",1719,148,"16","Disgustedly surprised","compound"
"1720",1720,174,"16","Disgustedly surprised","compound"
"1721",1721,175,"16","Disgustedly surprised","compound"
"1722",1722,177,"16","Disgustedly surprised","compound"
"1723",1723,179,"16","Disgustedly surprised","compound"
"1724",1724,182,"16","Disgustedly surprised","compound"
"1725",1725,185,"16","Disgustedly surprised","compound"
"1726",1726,187,"16","Disgustedly surprised","compound"
"1727",1727,188,"16","Disgustedly surprised","compound"
"1728",1728,193,"16","Disgustedly surprised","compound"
"1729",1729,198,"16","Disgustedly surprised","compound"
"1730",1730,199,"16","Disgustedly surprised","compound"
"1731",1731,201,"16","Disgustedly surprised","compound"
"1732",1732,202,"16","Disgustedly surprised","compound"
"1733",1733,203,"16","Disgustedly surprised","compound"
"1734",1734,205,"16","Disgustedly surprised","compound"
"1735",1735,206,"16","Disgustedly surprised","compound"
"1736",1736,210,"16","Disgustedly surprised","compound"
"1737",1737,212,"16","Disgustedly surprised","compound"
"1738",1738,213,"16","Disgustedly surprised","compound"
"1739",1739,217,"16","Disgustedly surprised","compound"
"1740",1740,220,"16","Disgustedly surprised","compound"
"1741",1741,221,"16","Disgustedly surprised","compound"
"1742",1742,227,"16","Disgustedly surprised","compound"
"1743",1743,228,"16","Disgustedly surprised","compound"
"1744",1744,230,"16","Disgustedly surprised","compound"
"1745",1745,231,"16","Disgustedly surprised","compound"
"1746",1746,232,"16","Disgustedly surprised","compound"
"1747",1747,233,"16","Disgustedly surprised","compound"
"1748",1748,235,"16","Disgustedly surprised","compound"
"1749",1749,237,"16","Disgustedly surprised","compound"
"1750",1750,239,"16","Disgustedly surprised","compound"
"1751",1751,240,"16","Disgustedly surprised","compound"
"1752",1752,243,"16","Disgustedly surprised","compound"
"1753",1753,252,"16","Disgustedly surprised","compound"
"1754",1754,258,"16","Disgustedly surprised","compound"
"1755",1755,261,"16","Disgustedly surprised","compound"
"1756",1756,262,"16","Disgustedly surprised","compound"
"1757",1757,264,"16","Disgustedly surprised","compound"
"1758",1758,269,"16","Disgustedly surprised","compound"
"1759",1759,270,"16","Disgustedly surprised","compound"
"1760",1760,271,"16","Disgustedly surprised","compound"
"1761",1761,274,"16","Disgustedly surprised","compound"
"1762",1762,278,"16","Disgustedly surprised","compound"
"1763",1763,280,"16","Disgustedly surprised","compound"
"1764",1764,281,"16","Disgustedly surprised","compound"
"1765",1765,282,"16","Disgustedly surprised","compound"
"1766",1766,283,"16","Disgustedly surprised","compound"
"1767",1767,285,"16","Disgustedly surprised","compound"
"1768",1768,286,"16","Disgustedly surprised","compound"
"1769",1769,292,"16","Disgustedly surprised","compound"
"1770",1770,293,"16","Disgustedly surprised","compound"
"1771",1771,295,"16","Disgustedly surprised","compound"
"1772",1772,296,"16","Disgustedly surprised","compound"
"1773",1773,299,"16","Disgustedly surprised","compound"
"1774",1774,301,"16","Disgustedly surprised","compound"
"1775",1775,302,"16","Disgustedly surprised","compound"
"1776",1776,304,"16","Disgustedly surprised","compound"
"1777",1777,306,"16","Disgustedly surprised","compound"
"1778",1778,309,"16","Disgustedly surprised","compound"
"1779",1779,311,"16","Disgustedly surprised","compound"
"1780",1780,314,"16","Disgustedly surprised","compound"
"1781",1781,316,"16","Disgustedly surprised","compound"
"1782",1782,318,"16","Disgustedly surprised","compound"
"1783",1783,319,"16","Disgustedly surprised","compound"
"1784",1784,320,"16","Disgustedly surprised","compound"
"1785",1785,322,"16","Disgustedly surprised","compound"
"1786",1786,323,"16","Disgustedly surprised","compound"
"1787",1787,327,"16","Disgustedly surprised","compound"
"1788",1788,331,"16","Disgustedly surprised","compound"
"1789",1789,334,"16","Disgustedly surprised","compound"
"1790",1790,335,"16","Disgustedly surprised","compound"
"1791",1791,337,"16","Disgustedly surprised","compound"
"1792",1792,338,"16","Disgustedly surprised","compound"
"1793",1793,339,"16","Disgustedly surprised","compound"
"1794",1794,343,"16","Disgustedly surprised","compound"
"1795",1795,344,"16","Disgustedly surprised","compound"
"1796",1796,346,"16","Disgustedly surprised","compound"
"1797",1797,347,"16","Disgustedly surprised","compound"
"1798",1798,349,"16","Disgustedly surprised","compound"
"1799",1799,352,"16","Disgustedly surprised","compound"
"1800",1800,360,"16","Disgustedly surprised","compound"
"1801",1801,364,"16","Disgustedly surprised","compound"
"1802",1802,368,"16","Disgustedly surprised","compound"
"1803",1803,369,"16","Disgustedly surprised","compound"
"1804",1804,370,"16","Disgustedly surprised","compound"
"1805",1805,373,"16","Disgustedly surprised","compound"
"1806",1806,374,"16","Disgustedly surprised","compound"
"1807",1807,375,"16","Disgustedly surprised","compound"
"1808",1808,376,"16","Disgustedly surprised","compound"
"1809",1809,378,"16","Disgustedly surprised","compound"
"1810",1810,379,"16","Disgustedly surprised","compound"
"1811",1811,380,"16","Disgustedly surprised","compound"
"1812",1812,382,"16","Disgustedly surprised","compound"
"1813",1813,390,"16","Disgustedly surprised","compound"
"1814",1814,392,"16","Disgustedly surprised","compound"
"1815",1815,110,"17","Fearfully surprised","compound"
"1816",1816,111,"17","Fearfully surprised","compound"
"1817",1817,114,"17","Fearfully surprised","compound"
"1818",1818,115,"17","Fearfully surprised","compound"
"1819",1819,116,"17","Fearfully surprised","compound"
"1820",1820,117,"17","Fearfully surprised","compound"
"1821",1821,118,"17","Fearfully surprised","compound"
"1822",1822,121,"17","Fearfully surprised","compound"
"1823",1823,122,"17","Fearfully surprised","compound"
"1824",1824,123,"17","Fearfully surprised","compound"
"1825",1825,124,"17","Fearfully surprised","compound"
"1826",1826,125,"17","Fearfully surprised","compound"
"1827",1827,128,"17","Fearfully surprised","compound"
"1828",1828,130,"17","Fearfully surprised","compound"
"1829",1829,133,"17","Fearfully surprised","compound"
"1830",1830,135,"17","Fearfully surprised","compound"
"1831",1831,141,"17","Fearfully surprised","compound"
"1832",1832,142,"17","Fearfully surprised","compound"
"1833",1833,148,"17","Fearfully surprised","compound"
"1834",1834,173,"17","Fearfully surprised","compound"
"1835",1835,175,"17","Fearfully surprised","compound"
"1836",1836,176,"17","Fearfully surprised","compound"
"1837",1837,177,"17","Fearfully surprised","compound"
"1838",1838,178,"17","Fearfully surprised","compound"
"1839",1839,179,"17","Fearfully surprised","compound"
"1840",1840,182,"17","Fearfully surprised","compound"
"1841",1841,183,"17","Fearfully surprised","compound"
"1842",1842,184,"17","Fearfully surprised","compound"
"1843",1843,185,"17","Fearfully surprised","compound"
"1844",1844,187,"17","Fearfully surprised","compound"
"1845",1845,188,"17","Fearfully surprised","compound"
"1846",1846,189,"17","Fearfully surprised","compound"
"1847",1847,191,"17","Fearfully surprised","compound"
"1848",1848,192,"17","Fearfully surprised","compound"
"1849",1849,193,"17","Fearfully surprised","compound"
"1850",1850,196,"17","Fearfully surprised","compound"
"1851",1851,198,"17","Fearfully surprised","compound"
"1852",1852,199,"17","Fearfully surprised","compound"
"1853",1853,203,"17","Fearfully surprised","compound"
"1854",1854,207,"17","Fearfully surprised","compound"
"1855",1855,209,"17","Fearfully surprised","compound"
"1856",1856,210,"17","Fearfully surprised","compound"
"1857",1857,212,"17","Fearfully surprised","compound"
"1858",1858,214,"17","Fearfully surprised","compound"
"1859",1859,216,"17","Fearfully surprised","compound"
"1860",1860,217,"17","Fearfully surprised","compound"
"1861",1861,218,"17","Fearfully surprised","compound"
"1862",1862,222,"17","Fearfully surprised","compound"
"1863",1863,223,"17","Fearfully surprised","compound"
"1864",1864,224,"17","Fearfully surprised","compound"
"1865",1865,225,"17","Fearfully surprised","compound"
"1866",1866,227,"17","Fearfully surprised","compound"
"1867",1867,229,"17","Fearfully surprised","compound"
"1868",1868,234,"17","Fearfully surprised","compound"
"1869",1869,235,"17","Fearfully surprised","compound"
"1870",1870,236,"17","Fearfully surprised","compound"
"1871",1871,237,"17","Fearfully surprised","compound"
"1872",1872,238,"17","Fearfully surprised","compound"
"1873",1873,240,"17","Fearfully surprised","compound"
"1874",1874,241,"17","Fearfully surprised","compound"
"1875",1875,243,"17","Fearfully surprised","compound"
"1876",1876,250,"17","Fearfully surprised","compound"
"1877",1877,253,"17","Fearfully surprised","compound"
"1878",1878,254,"17","Fearfully surprised","compound"
"1879",1879,256,"17","Fearfully surprised","compound"
"1880",1880,257,"17","Fearfully surprised","compound"
"1881",1881,260,"17","Fearfully surprised","compound"
"1882",1882,261,"17","Fearfully surprised","compound"
"1883",1883,262,"17","Fearfully surprised","compound"
"1884",1884,263,"17","Fearfully surprised","compound"
"1885",1885,264,"17","Fearfully surprised","compound"
"1886",1886,266,"17","Fearfully surprised","compound"
"1887",1887,269,"17","Fearfully surprised","compound"
"1888",1888,270,"17","Fearfully surprised","compound"
"1889",1889,271,"17","Fearfully surprised","compound"
"1890",1890,273,"17","Fearfully surprised","compound"
"1891",1891,276,"17","Fearfully surprised","compound"
"1892",1892,281,"17","Fearfully surprised","compound"
"1893",1893,282,"17","Fearfully surprised","compound"
"1894",1894,285,"17","Fearfully surprised","compound"
"1895",1895,286,"17","Fearfully surprised","compound"
"1896",1896,287,"17","Fearfully surprised","compound"
"1897",1897,288,"17","Fearfully surprised","compound"
"1898",1898,289,"17","Fearfully surprised","compound"
"1899",1899,290,"17","Fearfully surprised","compound"
"1900",1900,292,"17","Fearfully surprised","compound"
"1901",1901,293,"17","Fearfully surprised","compound"
"1902",1902,294,"17","Fearfully surprised","compound"
"1903",1903,300,"17","Fearfully surprised","compound"
"1904",1904,301,"17","Fearfully surprised","compound"
"1905",1905,302,"17","Fearfully surprised","compound"
"1906",1906,304,"17","Fearfully surprised","compound"
"1907",1907,305,"17","Fearfully surprised","compound"
"1908",1908,307,"17","Fearfully surprised","compound"
"1909",1909,311,"17","Fearfully surprised","compound"
"1910",1910,315,"17","Fearfully surprised","compound"
"1911",1911,316,"17","Fearfully surprised","compound"
"1912",1912,320,"17","Fearfully surprised","compound"
"1913",1913,325,"17","Fearfully surprised","compound"
"1914",1914,334,"17","Fearfully surprised","compound"
"1915",1915,336,"17","Fearfully surprised","compound"
"1916",1916,337,"17","Fearfully surprised","compound"
"1917",1917,338,"17","Fearfully surprised","compound"
"1918",1918,341,"17","Fearfully surprised","compound"
"1919",1919,343,"17","Fearfully surprised","compound"
"1920",1920,344,"17","Fearfully surprised","compound"
"1921",1921,345,"17","Fearfully surprised","compound"
"1922",1922,348,"17","Fearfully surprised","compound"
"1923",1923,349,"17","Fearfully surprised","compound"
"1924",1924,350,"17","Fearfully surprised","compound"
"1925",1925,352,"17","Fearfully surprised","compound"
"1926",1926,353,"17","Fearfully surprised","compound"
"1927",1927,355,"17","Fearfully surprised","compound"
"1928",1928,359,"17","Fearfully surprised","compound"
"1929",1929,360,"17","Fearfully surprised","compound"
"1930",1930,363,"17","Fearfully surprised","compound"
"1931",1931,364,"17","Fearfully surprised","compound"
"1932",1932,365,"17","Fearfully surprised","compound"
"1933",1933,366,"17","Fearfully surprised","compound"
"1934",1934,370,"17","Fearfully surprised","compound"
"1935",1935,373,"17","Fearfully surprised","compound"
"1936",1936,374,"17","Fearfully surprised","compound"
"1937",1937,378,"17","Fearfully surprised","compound"
"1938",1938,383,"17","Fearfully surprised","compound"
"1939",1939,387,"17","Fearfully surprised","compound"
"1940",1940,389,"17","Fearfully surprised","compound"
"1941",1941,393,"17","Fearfully surprised","compound"
"1942",1942,110,"18","Awed","compound"
"1943",1943,117,"18","Awed","compound"
"1944",1944,121,"18","Awed","compound"
"1945",1945,124,"18","Awed","compound"
"1946",1946,125,"18","Awed","compound"
"1947",1947,126,"18","Awed","compound"
"1948",1948,127,"18","Awed","compound"
"1949",1949,128,"18","Awed","compound"
"1950",1950,129,"18","Awed","compound"
"1951",1951,132,"18","Awed","compound"
"1952",1952,134,"18","Awed","compound"
"1953",1953,135,"18","Awed","compound"
"1954",1954,144,"18","Awed","compound"
"1955",1955,172,"18","Awed","compound"
"1956",1956,176,"18","Awed","compound"
"1957",1957,182,"18","Awed","compound"
"1958",1958,184,"18","Awed","compound"
"1959",1959,188,"18","Awed","compound"
"1960",1960,189,"18","Awed","compound"
